"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","alreadycontact","previous","poutcome","priceidx","confidx","euribor3m","y"
"2657","[18.0,41.3)","blue-collar","married","basic.4y","unknown","no","no","cellular","apr","mon",3,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1777","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","jul","wed",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3550","[18.0,41.3)","admin.","single","university.degree","unknown","yes","no","cellular","aug","wed",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1098","[18.0,41.3)","student","single","basic.9y","no","yes","no","cellular","mar","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"2362","[18.0,41.3)","student","single","high.school","no","yes","no","cellular","jul","tue",1,0,1,"failure","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","no"
"1767","[18.0,41.3)","student","single","high.school","no","no","no","telephone","jun","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2340","[41.3,64.7)","technician","divorced","professional.course","no","no","no","telephone","may","thu",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2791","[18.0,41.3)","blue-collar","married","basic.6y","no","yes","no","cellular","jul","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1461","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","jul","mon",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"534","[18.0,41.3)","self-employed","married","basic.9y","no","yes","yes","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3657","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","aug","fri",7,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"672","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","jun","tue",1,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","yes"
"4020","[41.3,64.7)","admin.","single","university.degree","unknown","yes","yes","cellular","jul","fri",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3850","[41.3,64.7)","admin.","married","university.degree","unknown","no","no","cellular","aug","wed",6,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2646","[41.3,64.7)","services","married","basic.9y","unknown","yes","no","telephone","jun","fri",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"162","[18.0,41.3)","services","single","high.school","no","no","no","telephone","may","fri",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3404","[41.3,64.7)","self-employed","divorced","high.school","unknown","no","no","telephone","jul","mon",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3598","[41.3,64.7)","retired","married","basic.4y","no","no","no","cellular","oct","mon",1,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"2249","[18.0,41.3)","blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"759","[18.0,41.3)","admin.","married","university.degree","no","yes","yes","cellular","aug","fri",1,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"2283","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","aug","fri",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2494","[41.3,64.7)","self-employed","married","basic.4y","unknown","yes","no","cellular","aug","mon",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"4081","[41.3,64.7)","blue-collar","married","basic.9y","unknown","yes","no","telephone","may","fri",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3862","[18.0,41.3)","technician","married","university.degree","no","yes","yes","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2428","[18.0,41.3)","admin.","married","high.school","no","yes","no","telephone","nov","fri",1,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"1955","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","apr","fri",5,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"3056","[18.0,41.3)","services","divorced","high.school","no","no","yes","telephone","may","mon",11,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"504","[18.0,41.3)","blue-collar","married","professional.course","unknown","yes","yes","telephone","jun","tue",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"930","[41.3,64.7)","management","married","university.degree","unknown","no","yes","telephone","jun","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1996","[18.0,41.3)","unemployed","married","basic.4y","no","yes","no","cellular","nov","mon",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1116","[18.0,41.3)","entrepreneur","married","high.school","no","yes","no","cellular","nov","wed",3,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1514","[18.0,41.3)","self-employed","single","high.school","no","yes","no","cellular","nov","tue",4,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"636","[18.0,41.3)","admin.","married","basic.6y","no","yes","yes","cellular","nov","wed",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3775","[18.0,41.3)","services","married","basic.9y","no","yes","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"553","[41.3,64.7)","blue-collar","married","basic.4y","no","no","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3091","[41.3,64.7)","admin.","married","high.school","no","no","no","cellular","may","tue",4,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"529","[18.0,41.3)","technician","single","university.degree","no","no","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3362","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","nov","wed",2,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"932","[18.0,41.3)","technician","married","university.degree","no","yes","yes","cellular","aug","wed",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2335","[18.0,41.3)","admin.","divorced","high.school","no","yes","no","cellular","may","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2050","[18.0,41.3)","admin.","married","high.school","no","yes","no","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"779","[41.3,64.7)","blue-collar","divorced","unknown","unknown","yes","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"4042","[41.3,64.7)","admin.","married","basic.9y","no","no","yes","cellular","may","thu",2,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2883","[41.3,64.7)","admin.","married","university.degree","no","yes","yes","telephone","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"805","[41.3,64.7)","blue-collar","single","basic.4y","no","unknown","unknown","telephone","jul","fri",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"549","[41.3,64.7)","technician","married","basic.6y","no","no","yes","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"103","[18.0,41.3)","admin.","single","university.degree","no","yes","no","telephone","oct","thu",3,1,2,"success","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"1753","[18.0,41.3)","services","single","high.school","no","no","no","telephone","jun","tue",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"445","[18.0,41.3)","unemployed","single","university.degree","no","yes","no","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"875","[18.0,41.3)","technician","single","high.school","no","yes","no","cellular","jul","wed",1,0,1,"failure","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","no"
"2284","[18.0,41.3)","entrepreneur","married","unknown","unknown","yes","no","cellular","jul","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1343","[41.3,64.7)","admin.","divorced","high.school","unknown","no","yes","cellular","jul","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"3219","[18.0,41.3)","housemaid","married","university.degree","no","yes","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2371","[18.0,41.3)","student","single","university.degree","no","yes","no","telephone","jun","wed",12,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"4074","[41.3,64.7)","management","divorced","university.degree","unknown","no","no","cellular","nov","fri",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1637","[41.3,64.7)","blue-collar","married","professional.course","unknown","yes","yes","telephone","may","mon",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"4087","[18.0,41.3)","unemployed","single","high.school","no","no","no","cellular","may","fri",11,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1242","[41.3,64.7)","admin.","single","university.degree","no","yes","yes","cellular","jul","tue",7,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3147","[18.0,41.3)","technician","single","university.degree","no","yes","no","telephone","may","thu",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1833","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","jul","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3294","[41.3,64.7)","admin.","married","university.degree","no","yes","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","yes"
"2437","[41.3,64.7)","technician","married","university.degree","no","no","no","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3190","[41.3,64.7)","unknown","married","basic.4y","unknown","yes","no","cellular","jul","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"608","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"349","[18.0,41.3)","student","single","university.degree","no","no","no","cellular","nov","thu",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3357","[41.3,64.7)","blue-collar","married","basic.6y","no","no","yes","cellular","may","thu",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1245","[18.0,41.3)","management","single","university.degree","no","yes","no","cellular","nov","mon",5,0,0,"nonexistent","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","no"
"1220","[41.3,64.7)","technician","married","high.school","no","yes","no","cellular","dec","mon",1,0,1,"failure","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","yes"
"1311","[18.0,41.3)","management","married","high.school","no","yes","no","cellular","nov","wed",3,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1610","[41.3,64.7)","technician","married","university.degree","no","yes","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3389","[41.3,64.7)","blue-collar","married","high.school","no","yes","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2957","[41.3,64.7)","technician","married","professional.course","no","yes","no","cellular","aug","thu",1,0,1,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"3694","[41.3,64.7)","retired","married","basic.4y","unknown","yes","no","cellular","aug","wed",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1248","[18.0,41.3)","technician","single","university.degree","no","yes","no","cellular","aug","wed",5,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1297","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","cellular","may","tue",3,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2301","[18.0,41.3)","blue-collar","married","unknown","unknown","no","no","cellular","apr","fri",1,0,1,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1372","[41.3,64.7)","blue-collar","married","basic.6y","no","yes","no","cellular","apr","wed",2,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"182","[18.0,41.3)","technician","single","university.degree","no","yes","yes","cellular","aug","wed",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"172","[18.0,41.3)","self-employed","single","basic.4y","no","no","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2898","[18.0,41.3)","admin.","married","high.school","no","unknown","unknown","telephone","jun","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1828","[18.0,41.3)","technician","single","high.school","no","yes","no","telephone","may","thu",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2512","[18.0,41.3)","admin.","married","high.school","no","yes","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1723","[18.0,41.3)","blue-collar","single","basic.4y","no","yes","yes","cellular","nov","thu",5,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1070","[18.0,41.3)","admin.","married","professional.course","no","yes","no","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3474","[41.3,64.7)","admin.","married","high.school","no","no","no","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1097","[41.3,64.7)","services","married","university.degree","no","no","no","cellular","may","fri",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1235","[18.0,41.3)","admin.","single","university.degree","no","no","no","cellular","aug","mon",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","yes"
"830","[18.0,41.3)","admin.","married","university.degree","no","yes","no","telephone","may","thu",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3238","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"163","[18.0,41.3)","services","married","high.school","no","yes","no","telephone","jun","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2609","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","aug","wed",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2105","[18.0,41.3)","admin.","divorced","university.degree","no","no","no","cellular","may","wed",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3898","[18.0,41.3)","technician","single","unknown","no","yes","yes","cellular","jul","mon",3,0,0,"nonexistent","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","no"
"3493","[41.3,64.7)","technician","married","basic.9y","no","yes","no","telephone","nov","mon",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"71","[18.0,41.3)","admin.","single","university.degree","no","yes","yes","cellular","aug","tue",1,1,1,"success","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"83","[18.0,41.3)","admin.","single","high.school","no","yes","no","telephone","nov","mon",1,1,1,"success","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","no"
"3700","[18.0,41.3)","technician","single","high.school","no","yes","no","telephone","jul","tue",6,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2781","[41.3,64.7)","services","divorced","basic.4y","no","no","no","cellular","apr","thu",1,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"3987","[18.0,41.3)","student","married","high.school","no","yes","no","telephone","dec","wed",5,0,0,"nonexistent","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","no"
"1759","[18.0,41.3)","blue-collar","married","professional.course","unknown","yes","no","telephone","jun","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3515","[18.0,41.3)","technician","married","university.degree","no","yes","no","cellular","aug","thu",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2527","[41.3,64.7)","technician","divorced","high.school","no","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3387","[41.3,64.7)","admin.","married","university.degree","no","no","no","cellular","may","thu",1,0,0,"nonexistent","[93.1,93.9)","[-41.2,-36.5)","[0.635,2.840)","yes"
"630","[18.0,41.3)","management","married","university.degree","no","yes","no","cellular","may","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"38","[18.0,41.3)","admin.","single","university.degree","no","no","no","cellular","jun","wed",1,1,1,"success","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"3566","[41.3,64.7)","technician","married","basic.4y","no","no","no","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"146","[41.3,64.7)","admin.","single","high.school","no","yes","no","telephone","may","mon",5,1,1,"success","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2615","[41.3,64.7)","admin.","married","university.degree","no","yes","no","cellular","nov","fri",4,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"295","[41.3,64.7)","blue-collar","divorced","basic.4y","no","no","no","telephone","jun","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"2303","[18.0,41.3)","self-employed","married","university.degree","no","yes","no","telephone","jul","thu",10,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1820","[18.0,41.3)","admin.","married","university.degree","no","yes","yes","cellular","aug","wed",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"560","[18.0,41.3)","management","single","university.degree","no","yes","no","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"4113","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1656","[18.0,41.3)","admin.","married","university.degree","no","yes","no","telephone","jun","fri",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2912","[18.0,41.3)","blue-collar","married","basic.6y","no","yes","no","cellular","may","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2606","[18.0,41.3)","blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","thu",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1152","[41.3,64.7)","management","married","high.school","unknown","no","no","telephone","jun","mon",17,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3217","[41.3,64.7)","blue-collar","married","high.school","no","yes","no","cellular","nov","mon",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2688","[41.3,64.7)","admin.","married","university.degree","no","no","no","cellular","nov","thu",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1677","[18.0,41.3)","technician","single","university.degree","no","yes","no","cellular","jul","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2229","[18.0,41.3)","technician","married","professional.course","no","no","no","telephone","oct","thu",1,0,0,"nonexistent","[93.1,93.9)","[-41.2,-36.5)","[2.840,5.045]","yes"
"336","[18.0,41.3)","management","married","university.degree","no","yes","no","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2137","[41.3,64.7)","technician","married","university.degree","unknown","no","no","cellular","may","fri",7,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"528","[18.0,41.3)","services","married","high.school","no","unknown","unknown","telephone","may","mon",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2864","[41.3,64.7)","admin.","married","basic.9y","unknown","yes","no","telephone","may","fri",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"459","[18.0,41.3)","admin.","divorced","high.school","no","no","no","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"819","[18.0,41.3)","entrepreneur","married","university.degree","no","yes","no","cellular","aug","thu",1,0,0,"nonexistent","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"775","[18.0,41.3)","blue-collar","married","high.school","no","yes","no","telephone","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"652","[18.0,41.3)","admin.","married","professional.course","no","yes","no","cellular","jul","wed",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"96","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","mar","tue",1,1,3,"success","[93.1,93.9)","[-36.5,-31.7)","[0.635,2.840)","yes"
"2626","[41.3,64.7)","admin.","married","university.degree","no","no","no","cellular","nov","tue",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3096","[18.0,41.3)","blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"3816","[18.0,41.3)","technician","married","professional.course","no","no","no","telephone","jun","thu",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1886","[18.0,41.3)","technician","single","professional.course","no","yes","yes","cellular","mar","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1004","[41.3,64.7)","blue-collar","single","basic.4y","unknown","no","no","telephone","may","wed",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1164","[41.3,64.7)","admin.","married","university.degree","no","no","no","cellular","aug","tue",2,0,1,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"1683","[18.0,41.3)","entrepreneur","single","basic.6y","no","yes","no","telephone","may","thu",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1390","[41.3,64.7)","blue-collar","married","basic.9y","no","yes","yes","cellular","aug","thu",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2666","[64.7,88.0]","technician","married","professional.course","no","no","no","cellular","sep","thu",1,0,0,"nonexistent","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"689","[18.0,41.3)","student","single","high.school","no","yes","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2037","[41.3,64.7)","admin.","married","high.school","no","yes","yes","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3086","[18.0,41.3)","blue-collar","married","unknown","no","no","no","telephone","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3159","[18.0,41.3)","admin.","single","university.degree","no","no","no","cellular","aug","tue",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3876","[18.0,41.3)","services","married","professional.course","no","no","no","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2379","[41.3,64.7)","blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2753","[18.0,41.3)","housemaid","married","high.school","no","yes","no","cellular","jul","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3007","[41.3,64.7)","blue-collar","single","basic.6y","no","yes","yes","cellular","jul","wed",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"2169","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","jul","thu",8,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"887","[41.3,64.7)","retired","single","high.school","no","yes","no","cellular","jul","thu",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3232","[18.0,41.3)","technician","single","university.degree","no","no","yes","cellular","aug","tue",6,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1328","[64.7,88.0]","retired","divorced","basic.4y","no","yes","yes","cellular","mar","wed",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"536","[41.3,64.7)","admin.","married","basic.9y","no","no","no","cellular","aug","thu",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3908","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","cellular","may","tue",3,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2991","[41.3,64.7)","admin.","single","university.degree","unknown","yes","yes","cellular","nov","fri",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1825","[41.3,64.7)","entrepreneur","married","university.degree","no","yes","no","telephone","jun","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
